Subject,Course Score,Learning Score,quiz Score,Complexity,Learning Content
Data Science and Analytics,31,63,52,beginner,quiz
Devops and Systems Integration,11,43,41,beginner,quiz
Cloud Computing,21,68,60,beginner,quiz
Artificial Intelligence and Machine Learning,29,53,52,beginner,quiz
Web Development,30,64,51,beginner,quiz
IT Project Management,26,67,66,beginner,quiz
Data Science and Analytics,17,52,48,beginner,quiz
Devops and Systems Integration,2,42,51,beginner,quiz
Devops and Systems Integration,3,67,64,beginner,quiz
Network and System Administration,10,62,50,beginner,quiz
Cloud Computing,7,45,61,beginner,quiz
Artificial Intelligence and Machine Learning,25,68,48,beginner,quiz
Data Science and Analytics,25,68,49,beginner,quiz
Software Engineering and Development,13,48,43,beginner,quiz
Software Engineering and Development,2,59,41,beginner,quiz
Database Management,19,47,41,beginner,quiz
CyberSecurity,13,41,59,beginner,quiz
Devops and Systems Integration,28,64,67,beginner,quiz
Web Development,4,67,61,beginner,quiz
Database Management,38,53,58,beginner,quiz
Devops and Systems Integration,39,59,51,beginner,quiz
Data Science and Analytics,7,66,55,beginner,quiz
CyberSecurity,19,60,59,beginner,quiz
CyberSecurity,38,40,70,beginner,quiz
Data Science and Analytics,13,61,48,beginner,quiz
Data Science and Analytics,18,63,47,beginner,quiz
IT Project Management,7,53,58,beginner,quiz
Database Management,5,50,43,beginner,quiz
IT Project Management,6,53,68,beginner,quiz
Artificial Intelligence and Machine Learning,21,51,61,beginner,quiz
Cloud Computing,6,70,53,beginner,quiz
CyberSecurity,14,63,41,beginner,quiz
Artificial Intelligence and Machine Learning,16,64,62,beginner,quiz
Artificial Intelligence and Machine Learning,38,60,60,beginner,quiz
IT Project Management,30,47,46,beginner,quiz
Web Development,2,63,49,beginner,quiz
Web Development,15,57,52,beginner,quiz
Software Engineering and Development,0,63,52,beginner,quiz
Network and System Administration,0,69,53,beginner,quiz
IT Project Management,12,43,63,beginner,quiz
Devops and Systems Integration,12,66,59,beginner,quiz
Cloud Computing,18,66,43,beginner,quiz
Devops and Systems Integration,21,46,46,beginner,quiz
Devops and Systems Integration,37,70,54,beginner,quiz
IT Project Management,34,54,43,beginner,quiz
Devops and Systems Integration,15,40,49,beginner,quiz
IT Project Management,21,55,61,beginner,quiz
Network and System Administration,18,49,60,beginner,quiz
Database Management,15,40,70,beginner,quiz
Software Engineering and Development,24,48,62,beginner,quiz
IT Project Management,31,58,66,beginner,quiz
IT Project Management,3,64,57,beginner,quiz
Software Engineering and Development,7,64,56,beginner,quiz
Cloud Computing,35,60,54,beginner,quiz
IT Project Management,22,51,50,beginner,quiz
Network and System Administration,38,41,64,beginner,quiz
Artificial Intelligence and Machine Learning,2,55,62,beginner,quiz
Data Science and Analytics,28,49,63,beginner,quiz
Data Science and Analytics,39,50,54,beginner,quiz
CyberSecurity,31,67,47,beginner,quiz
IT Project Management,16,58,52,beginner,quiz
Web Development,22,40,52,beginner,quiz
Cloud Computing,14,42,70,beginner,quiz
Devops and Systems Integration,37,40,68,beginner,quiz
CyberSecurity,39,56,53,beginner,quiz
CyberSecurity,11,57,63,beginner,quiz
Artificial Intelligence and Machine Learning,35,66,58,beginner,quiz
IT Project Management,29,63,41,beginner,quiz
IT Project Management,29,50,61,beginner,quiz
Web Development,23,56,53,beginner,quiz
Cloud Computing,3,53,56,beginner,quiz
IT Project Management,30,55,45,beginner,quiz
Artificial Intelligence and Machine Learning,35,57,62,beginner,quiz
Cloud Computing,34,56,47,beginner,quiz
Software Engineering and Development,25,43,54,beginner,quiz
IT Project Management,25,51,44,beginner,quiz
Software Engineering and Development,24,41,48,beginner,quiz
CyberSecurity,39,54,42,beginner,quiz
Devops and Systems Integration,21,57,63,beginner,quiz
CyberSecurity,26,66,53,beginner,quiz
Software Engineering and Development,26,43,62,beginner,quiz
CyberSecurity,11,64,52,beginner,quiz
Devops and Systems Integration,30,64,46,beginner,quiz
Database Management,29,66,59,beginner,quiz
Cloud Computing,1,56,54,beginner,quiz
Network and System Administration,5,59,70,beginner,quiz
Artificial Intelligence and Machine Learning,23,53,62,beginner,quiz
Cloud Computing,29,55,57,beginner,quiz
Web Development,23,57,46,beginner,quiz
IT Project Management,30,67,43,beginner,quiz
Data Science and Analytics,34,54,57,beginner,quiz
Network and System Administration,22,59,43,beginner,quiz
Network and System Administration,19,49,55,beginner,quiz
CyberSecurity,32,67,51,beginner,quiz
IT Project Management,23,48,64,beginner,quiz
Network and System Administration,33,58,58,beginner,quiz
Devops and Systems Integration,33,42,47,beginner,quiz
Data Science and Analytics,2,43,51,beginner,quiz
IT Project Management,25,53,52,beginner,quiz
Software Engineering and Development,9,64,53,beginner,quiz
Cloud Computing,16,51,49,beginner,quiz
Data Science and Analytics,33,41,42,beginner,quiz
CyberSecurity,29,48,53,beginner,quiz
Database Management,9,69,52,beginner,quiz
Data Science and Analytics,16,57,66,beginner,quiz
Web Development,31,61,63,beginner,quiz
Software Engineering and Development,1,46,52,beginner,quiz
Network and System Administration,40,52,64,intermediate,quiz
Network and System Administration,23,52,58,beginner,quiz
Software Engineering and Development,4,45,59,beginner,quiz
Cloud Computing,31,68,67,beginner,quiz
Software Engineering and Development,27,54,61,beginner,quiz
Artificial Intelligence and Machine Learning,2,41,48,beginner,quiz
Devops and Systems Integration,37,41,56,beginner,quiz
Network and System Administration,35,48,46,beginner,quiz
Artificial Intelligence and Machine Learning,17,51,41,beginner,quiz
Software Engineering and Development,12,49,43,beginner,quiz
Data Science and Analytics,13,41,61,beginner,quiz
Database Management,16,43,41,beginner,quiz
Network and System Administration,2,42,61,beginner,quiz
Cloud Computing,0,45,42,beginner,quiz
CyberSecurity,6,45,58,beginner,quiz
CyberSecurity,24,61,65,beginner,quiz
Network and System Administration,35,59,64,beginner,quiz
Artificial Intelligence and Machine Learning,26,40,70,beginner,quiz
Devops and Systems Integration,3,57,49,beginner,quiz
Devops and Systems Integration,40,60,66,intermediate,quiz
Data Science and Analytics,20,47,47,beginner,quiz
Web Development,39,58,49,beginner,quiz
IT Project Management,33,42,68,beginner,quiz
CyberSecurity,10,57,55,beginner,quiz
Software Engineering and Development,40,40,62,intermediate,quiz
Data Science and Analytics,15,52,68,beginner,quiz
Network and System Administration,28,46,42,beginner,quiz
Software Engineering and Development,12,53,69,beginner,quiz
Data Science and Analytics,22,63,57,beginner,quiz
Data Science and Analytics,24,60,46,beginner,quiz
Devops and Systems Integration,30,64,57,beginner,quiz
Database Management,15,42,65,beginner,quiz
CyberSecurity,23,64,55,beginner,quiz
CyberSecurity,16,61,60,beginner,quiz
IT Project Management,11,66,66,beginner,quiz
Artificial Intelligence and Machine Learning,24,69,57,beginner,quiz
Devops and Systems Integration,0,59,48,beginner,quiz
IT Project Management,23,70,46,beginner,quiz
Network and System Administration,25,42,41,beginner,quiz
IT Project Management,26,61,68,beginner,quiz
Network and System Administration,35,66,68,beginner,quiz
Cloud Computing,21,65,68,beginner,quiz
Data Science and Analytics,37,45,70,beginner,quiz
Devops and Systems Integration,6,66,70,beginner,quiz
Software Engineering and Development,13,68,53,beginner,quiz
CyberSecurity,32,40,53,beginner,quiz
Cloud Computing,36,58,51,beginner,quiz
Software Engineering and Development,16,57,46,beginner,quiz
Devops and Systems Integration,24,47,48,beginner,quiz
Cloud Computing,31,59,44,beginner,quiz
Data Science and Analytics,6,62,53,beginner,quiz
Network and System Administration,21,43,41,beginner,quiz
Artificial Intelligence and Machine Learning,25,57,68,beginner,quiz
Database Management,12,61,52,beginner,quiz
Cloud Computing,25,60,69,beginner,quiz
Devops and Systems Integration,5,61,42,beginner,quiz
IT Project Management,14,65,57,beginner,quiz
CyberSecurity,24,69,63,beginner,quiz
CyberSecurity,12,62,67,beginner,quiz
Data Science and Analytics,30,56,42,beginner,quiz
Devops and Systems Integration,19,45,48,beginner,quiz
Artificial Intelligence and Machine Learning,36,54,63,beginner,quiz
IT Project Management,28,44,67,beginner,quiz
Devops and Systems Integration,4,46,62,beginner,quiz
Cloud Computing,29,54,54,beginner,quiz
Software Engineering and Development,9,44,53,beginner,quiz
IT Project Management,4,56,66,beginner,quiz
Devops and Systems Integration,20,44,41,beginner,quiz
Software Engineering and Development,4,69,46,beginner,quiz
Network and System Administration,33,48,62,beginner,quiz
CyberSecurity,31,46,49,beginner,quiz
IT Project Management,22,47,41,beginner,quiz
CyberSecurity,22,51,60,beginner,quiz
CyberSecurity,14,53,52,beginner,quiz
Software Engineering and Development,0,55,62,beginner,quiz
Cloud Computing,16,54,64,beginner,quiz
Artificial Intelligence and Machine Learning,5,46,60,beginner,quiz
Database Management,20,55,62,beginner,quiz
CyberSecurity,18,64,59,beginner,quiz
Artificial Intelligence and Machine Learning,1,53,44,beginner,quiz
IT Project Management,21,55,44,beginner,quiz
Web Development,31,56,56,beginner,quiz
Artificial Intelligence and Machine Learning,38,70,56,beginner,quiz
Database Management,37,69,62,beginner,quiz
Web Development,14,52,44,beginner,quiz
CyberSecurity,3,47,48,beginner,quiz
Database Management,39,70,44,beginner,quiz
Artificial Intelligence and Machine Learning,34,40,70,beginner,quiz
IT Project Management,18,47,55,beginner,quiz
Data Science and Analytics,23,63,55,beginner,quiz
Database Management,17,54,66,beginner,quiz
Devops and Systems Integration,10,54,61,beginner,quiz
Network and System Administration,15,55,62,beginner,quiz
Web Development,30,50,68,beginner,quiz
Database Management,14,64,68,beginner,quiz
Data Science and Analytics,12,55,49,beginner,quiz
Database Management,36,69,50,beginner,quiz
IT Project Management,7,67,53,beginner,quiz
IT Project Management,14,54,63,beginner,quiz
IT Project Management,24,48,51,beginner,quiz
Web Development,20,56,42,beginner,quiz
Artificial Intelligence and Machine Learning,20,59,46,beginner,quiz
Cloud Computing,14,51,43,beginner,quiz
Database Management,25,67,62,beginner,quiz
IT Project Management,14,61,64,beginner,quiz
Web Development,36,62,61,beginner,quiz
Artificial Intelligence and Machine Learning,33,45,62,beginner,quiz
Database Management,24,67,67,beginner,quiz
CyberSecurity,40,65,58,intermediate,quiz
Data Science and Analytics,1,41,68,beginner,quiz
Data Science and Analytics,4,52,51,beginner,quiz
Network and System Administration,0,61,51,beginner,quiz
Web Development,28,60,67,beginner,quiz
CyberSecurity,11,68,41,beginner,quiz
IT Project Management,0,53,43,beginner,quiz
Network and System Administration,0,66,58,beginner,quiz
Software Engineering and Development,11,44,56,beginner,quiz
Software Engineering and Development,9,57,50,beginner,quiz
Artificial Intelligence and Machine Learning,23,44,68,beginner,quiz
Network and System Administration,13,67,56,beginner,quiz
Data Science and Analytics,6,59,57,beginner,quiz
Data Science and Analytics,4,48,67,beginner,quiz
CyberSecurity,39,70,61,beginner,quiz
Web Development,2,59,67,beginner,quiz
Cloud Computing,11,55,69,beginner,quiz
Network and System Administration,25,45,59,beginner,quiz
CyberSecurity,27,62,58,beginner,quiz
CyberSecurity,4,56,46,beginner,quiz
Web Development,34,43,57,beginner,quiz
Data Science and Analytics,28,62,57,beginner,quiz
Artificial Intelligence and Machine Learning,39,54,58,beginner,quiz
Artificial Intelligence and Machine Learning,40,57,45,intermediate,quiz
Devops and Systems Integration,17,56,62,beginner,quiz
Cloud Computing,57,44,41,intermediate,video
CyberSecurity,65,60,65,intermediate,assignment
IT Project Management,64,44,51,intermediate,assignment
Database Management,45,52,55,intermediate,quiz
Data Science and Analytics,62,62,64,intermediate,quiz
Software Engineering and Development,53,64,57,intermediate,quiz
Cloud Computing,68,54,55,intermediate,assignment
Devops and Systems Integration,54,65,63,intermediate,quiz
CyberSecurity,50,50,68,intermediate,quiz
CyberSecurity,56,50,50,intermediate,assignment
Data Science and Analytics,50,57,59,intermediate,quiz
Network and System Administration,64,40,57,intermediate,assignment
Devops and Systems Integration,44,66,66,intermediate,quiz
CyberSecurity,46,68,41,intermediate,video
IT Project Management,53,63,44,intermediate,video
Artificial Intelligence and Machine Learning,49,61,55,intermediate,quiz
Software Engineering and Development,53,61,54,intermediate,quiz
Data Science and Analytics,58,47,44,intermediate,video
CyberSecurity,47,62,59,intermediate,quiz
Web Development,61,55,70,intermediate,assignment
Database Management,61,67,52,intermediate,video
IT Project Management,66,43,62,intermediate,assignment
Web Development,65,51,61,intermediate,assignment
Database Management,63,54,46,intermediate,video
Software Engineering and Development,64,68,49,intermediate,video
Data Science and Analytics,48,64,51,intermediate,quiz
CyberSecurity,66,47,65,intermediate,assignment
Cloud Computing,50,65,67,intermediate,quiz
Web Development,45,51,68,intermediate,quiz
Devops and Systems Integration,63,53,48,intermediate,video
Devops and Systems Integration,46,55,65,intermediate,quiz
