Subject,Course Score,Learning Score,Quiz Score,Complexity,Learning Content
IT Project Management,9,54,15,Beginner,Quiz
Network and System Administration,35,54,5,Beginner,Video
Cloud Computing,39,42,8,Beginner,Video
IT Project Management,3,55,23,Beginner,Quiz
IT Project Management,34,56,18,Beginner,Video
Data Science and Analytics,6,45,8,Beginner,Quiz
Web Development,7,62,18,Beginner,Quiz
Devops and Systems Integration,1,44,15,Beginner,Quiz
Data Science and Analytics,6,66,5,Beginner,Video
Cloud Computing,13,60,24,Beginner,Quiz
IT Project Management,19,45,21,Beginner,Quiz
Devops and Systems Integration,18,56,22,Beginner,Quiz
Database Management,14,48,26,Beginner,Quiz
Database Management,10,60,24,Beginner,Quiz
Software Engineering and Development,32,62,16,Beginner,Video
IT Project Management,32,43,33,Beginner,Quiz
Devops and Systems Integration,37,56,13,Beginner,Video
IT Project Management,36,52,29,Beginner,Video
Devops and Systems Integration,23,56,34,Beginner,Quiz
Cloud Computing,38,60,32,Beginner,Video
Devops and Systems Integration,34,62,22,Beginner,Video
Software Engineering and Development,16,62,0,Beginner,Video
Network and System Administration,22,59,38,Beginner,Quiz
Network and System Administration,9,55,8,Beginner,Video
Cloud Computing,0,44,15,Beginner,Quiz
Data Science and Analytics,27,54,34,Beginner,Quiz
Software Engineering and Development,34,40,21,Beginner,Video
Artificial Intelligence and Machine Learning,23,55,3,Beginner,Video
CyberSecurity,40,48,20,Beginner,Video
Data Science and Analytics,8,45,11,Beginner,Quiz
IT Project Management,21,61,39,Beginner,Quiz
Network and System Administration,39,53,20,Beginner,Video
IT Project Management,31,69,27,Beginner,Video
Cloud Computing,9,41,1,Beginner,Video
Network and System Administration,5,68,24,Beginner,Quiz
Software Engineering and Development,31,55,27,Beginner,Video
Cloud Computing,2,45,14,Beginner,Quiz
Data Science and Analytics,39,59,11,Beginner,Video
Web Development,6,55,12,Beginner,Quiz
Web Development,21,41,10,Beginner,Video
IT Project Management,6,41,40,Beginner,Quiz
Data Science and Analytics,33,68,0,Beginner,Video
Artificial Intelligence and Machine Learning,25,44,33,Beginner,Quiz
Network and System Administration,5,62,24,Beginner,Quiz
Cloud Computing,35,40,22,Beginner,Video
Network and System Administration,17,69,25,Beginner,Quiz
Artificial Intelligence and Machine Learning,16,69,40,Beginner,Quiz
Web Development,3,44,4,Beginner,Quiz
IT Project Management,23,53,5,Beginner,Video
Artificial Intelligence and Machine Learning,28,46,22,Beginner,Video
Database Management,32,67,15,Beginner,Video
CyberSecurity,22,69,28,Beginner,Quiz
Devops and Systems Integration,0,41,11,Beginner,Quiz
Database Management,9,58,6,Beginner,Video
Devops and Systems Integration,22,46,18,Beginner,Video
Devops and Systems Integration,9,58,23,Beginner,Quiz
Data Science and Analytics,2,52,1,Beginner,Video
Database Management,24,68,8,Beginner,Video
Data Science and Analytics,21,50,36,Beginner,Quiz
Data Science and Analytics,34,43,9,Beginner,Video
Cloud Computing,22,52,27,Beginner,Quiz
Software Engineering and Development,26,66,20,Beginner,Video
Network and System Administration,10,45,23,Beginner,Quiz
Network and System Administration,2,49,5,Beginner,Quiz
Software Engineering and Development,21,67,16,Beginner,Video
Artificial Intelligence and Machine Learning,40,50,31,Beginner,Video
Web Development,16,44,33,Beginner,Quiz
Artificial Intelligence and Machine Learning,8,55,40,Beginner,Quiz
Network and System Administration,12,42,19,Beginner,Quiz
Devops and Systems Integration,40,53,29,Beginner,Video
IT Project Management,3,40,22,Beginner,Quiz
Cloud Computing,19,70,14,Beginner,Video
Cloud Computing,21,51,21,Beginner,Quiz
Devops and Systems Integration,7,52,23,Beginner,Quiz
IT Project Management,3,66,22,Beginner,Quiz
Artificial Intelligence and Machine Learning,36,57,25,Beginner,Video
Data Science and Analytics,26,41,4,Beginner,Video
Network and System Administration,5,66,26,Beginner,Quiz
Network and System Administration,15,67,16,Beginner,Quiz
Devops and Systems Integration,3,54,0,Beginner,Video
Web Development,37,55,13,Beginner,Video
Cloud Computing,14,70,33,Beginner,Quiz
Artificial Intelligence and Machine Learning,10,64,23,Beginner,Quiz
Network and System Administration,5,65,2,Beginner,Video
Cloud Computing,0,53,32,Beginner,Quiz
Artificial Intelligence and Machine Learning,11,59,14,Beginner,Quiz
Network and System Administration,22,52,29,Beginner,Quiz
Network and System Administration,24,61,37,Beginner,Quiz
Data Science and Analytics,5,41,17,Beginner,Quiz
Software Engineering and Development,17,44,5,Beginner,Video
Devops and Systems Integration,33,41,13,Beginner,Video
IT Project Management,30,58,4,Beginner,Video
Cloud Computing,12,45,6,Beginner,Video
Software Engineering and Development,25,50,38,Beginner,Quiz
Database Management,29,59,25,Beginner,Video
IT Project Management,5,45,43,Beginner,Quiz
Data Science and Analytics,2,58,57,Beginner,Quiz
Database Management,19,63,51,Beginner,Quiz
Database Management,37,52,67,Beginner,Quiz
Web Development,19,58,68,Beginner,Quiz
Data Science and Analytics,31,63,52,Beginner,Quiz
Devops and Systems Integration,11,43,41,Beginner,Quiz
Cloud Computing,21,68,60,Beginner,Quiz
Artificial Intelligence and Machine Learning,29,53,52,Beginner,Quiz
Web Development,30,64,51,Beginner,Quiz
IT Project Management,26,67,66,Beginner,Quiz
Data Science and Analytics,17,52,48,Beginner,Quiz
Devops and Systems Integration,2,42,51,Beginner,Quiz
Devops and Systems Integration,3,67,64,Beginner,Quiz
Network and System Administration,10,62,50,Beginner,Quiz
Cloud Computing,7,45,61,Beginner,Quiz
Artificial Intelligence and Machine Learning,25,68,48,Beginner,Quiz
Data Science and Analytics,25,68,49,Beginner,Quiz
Software Engineering and Development,13,48,43,Beginner,Quiz
Software Engineering and Development,2,59,41,Beginner,Quiz
Database Management,19,47,41,Beginner,Quiz
CyberSecurity,13,41,59,Beginner,Quiz
Devops and Systems Integration,28,64,67,Beginner,Quiz
Web Development,4,67,61,Beginner,Quiz
Database Management,38,53,58,Beginner,Quiz
Devops and Systems Integration,39,59,51,Beginner,Quiz
Data Science and Analytics,7,66,55,Beginner,Quiz
CyberSecurity,19,60,59,Beginner,Quiz
CyberSecurity,38,40,70,Beginner,Quiz
Data Science and Analytics,13,61,48,Beginner,Quiz
Data Science and Analytics,18,63,47,Beginner,Quiz
IT Project Management,7,53,58,Beginner,Quiz
Database Management,5,50,43,Beginner,Quiz
IT Project Management,6,53,68,Beginner,Quiz
Artificial Intelligence and Machine Learning,21,51,61,Beginner,Quiz
Cloud Computing,6,70,53,Beginner,Quiz
CyberSecurity,14,63,41,Beginner,Quiz
Artificial Intelligence and Machine Learning,16,64,62,Beginner,Quiz
Artificial Intelligence and Machine Learning,38,60,60,Beginner,Quiz
IT Project Management,30,47,46,Beginner,Quiz
Web Development,2,63,49,Beginner,Quiz
Web Development,15,57,52,Beginner,Quiz
Software Engineering and Development,0,63,52,Beginner,Quiz
Network and System Administration,0,69,53,Beginner,Quiz
IT Project Management,12,43,63,Beginner,Quiz
Devops and Systems Integration,12,66,59,Beginner,Quiz
Cloud Computing,18,66,43,Beginner,Quiz
Devops and Systems Integration,21,46,46,Beginner,Quiz
Devops and Systems Integration,37,70,54,Beginner,Quiz
IT Project Management,34,54,43,Beginner,Quiz
Devops and Systems Integration,15,40,49,Beginner,Quiz
IT Project Management,21,55,61,Beginner,Quiz
Network and System Administration,18,49,60,Beginner,Quiz
Database Management,15,40,70,Beginner,Quiz
Software Engineering and Development,24,48,62,Beginner,Quiz
IT Project Management,31,58,66,Beginner,Quiz
IT Project Management,3,64,57,Beginner,Quiz
Software Engineering and Development,7,64,56,Beginner,Quiz
Cloud Computing,35,60,54,Beginner,Quiz
IT Project Management,22,51,50,Beginner,Quiz
Network and System Administration,38,41,64,Beginner,Quiz
Artificial Intelligence and Machine Learning,2,55,62,Beginner,Quiz
Data Science and Analytics,28,49,63,Beginner,Quiz
Data Science and Analytics,39,50,54,Beginner,Quiz
CyberSecurity,31,67,47,Beginner,Quiz
IT Project Management,16,58,52,Beginner,Quiz
Web Development,22,40,52,Beginner,Quiz
Cloud Computing,14,42,70,Beginner,Quiz
Devops and Systems Integration,37,40,68,Beginner,Quiz
CyberSecurity,39,56,53,Beginner,Quiz
CyberSecurity,11,57,63,Beginner,Quiz
Artificial Intelligence and Machine Learning,35,66,58,Beginner,Quiz
IT Project Management,29,63,41,Beginner,Quiz
IT Project Management,29,50,61,Beginner,Quiz
Web Development,23,56,53,Beginner,Quiz
Cloud Computing,3,53,56,Beginner,Quiz
IT Project Management,30,55,45,Beginner,Quiz
Artificial Intelligence and Machine Learning,35,57,62,Beginner,Quiz
Cloud Computing,34,56,47,Beginner,Quiz
Software Engineering and Development,25,43,54,Beginner,Quiz
IT Project Management,25,51,44,Beginner,Quiz
Software Engineering and Development,24,41,48,Beginner,Quiz
CyberSecurity,39,54,42,Beginner,Quiz
Devops and Systems Integration,21,57,63,Beginner,Quiz
CyberSecurity,26,66,53,Beginner,Quiz
Software Engineering and Development,26,43,62,Beginner,Quiz
CyberSecurity,11,64,52,Beginner,Quiz
Devops and Systems Integration,30,64,46,Beginner,Quiz
Database Management,29,66,59,Beginner,Quiz
Cloud Computing,1,56,54,Beginner,Quiz
Network and System Administration,5,59,70,Beginner,Quiz
Artificial Intelligence and Machine Learning,23,53,62,Beginner,Quiz
Cloud Computing,29,55,57,Beginner,Quiz
Web Development,23,57,46,Beginner,Quiz
IT Project Management,30,67,43,Beginner,Quiz
Data Science and Analytics,34,54,57,Beginner,Quiz
Network and System Administration,22,59,43,Beginner,Quiz
Network and System Administration,19,49,55,Beginner,Quiz
CyberSecurity,32,67,51,Beginner,Quiz
IT Project Management,23,48,64,Beginner,Quiz
Network and System Administration,33,58,58,Beginner,Quiz
Devops and Systems Integration,33,42,47,Beginner,Quiz
Data Science and Analytics,2,43,51,Beginner,Quiz
IT Project Management,25,53,52,Beginner,Quiz
Software Engineering and Development,9,64,53,Beginner,Quiz
Cloud Computing,16,51,49,Beginner,Quiz
Data Science and Analytics,33,41,42,Beginner,Quiz
CyberSecurity,29,48,53,Beginner,Quiz
Database Management,9,69,52,Beginner,Quiz
Data Science and Analytics,16,57,66,Beginner,Quiz
Web Development,31,61,63,Beginner,Quiz
Software Engineering and Development,1,46,52,Beginner,Quiz
Network and System Administration,40,52,64,Intermediate,Quiz
Network and System Administration,23,52,58,Beginner,Quiz
Software Engineering and Development,4,45,59,Beginner,Quiz
Cloud Computing,31,68,67,Beginner,Quiz
Software Engineering and Development,27,54,61,Beginner,Quiz
Artificial Intelligence and Machine Learning,2,41,48,Beginner,Quiz
Devops and Systems Integration,37,41,56,Beginner,Quiz
Network and System Administration,35,48,46,Beginner,Quiz
Artificial Intelligence and Machine Learning,17,51,41,Beginner,Quiz
Software Engineering and Development,12,49,43,Beginner,Quiz
Data Science and Analytics,13,41,61,Beginner,Quiz
Database Management,16,43,41,Beginner,Quiz
Network and System Administration,2,42,61,Beginner,Quiz
Cloud Computing,0,45,42,Beginner,Quiz
CyberSecurity,6,45,58,Beginner,Quiz
CyberSecurity,24,61,65,Beginner,Quiz
Network and System Administration,35,59,64,Beginner,Quiz
Artificial Intelligence and Machine Learning,26,40,70,Beginner,Quiz
Devops and Systems Integration,3,57,49,Beginner,Quiz
Devops and Systems Integration,40,60,66,Intermediate,Quiz
Data Science and Analytics,20,47,47,Beginner,Quiz
Web Development,39,58,49,Beginner,Quiz
IT Project Management,33,42,68,Beginner,Quiz
CyberSecurity,10,57,55,Beginner,Quiz
Software Engineering and Development,40,40,62,Intermediate,Quiz
Data Science and Analytics,15,52,68,Beginner,Quiz
Network and System Administration,28,46,42,Beginner,Quiz
Software Engineering and Development,12,53,69,Beginner,Quiz
Data Science and Analytics,22,63,57,Beginner,Quiz
Data Science and Analytics,24,60,46,Beginner,Quiz
Devops and Systems Integration,30,64,57,Beginner,Quiz
Database Management,15,42,65,Beginner,Quiz
CyberSecurity,23,64,55,Beginner,Quiz
CyberSecurity,16,61,60,Beginner,Quiz
IT Project Management,11,66,66,Beginner,Quiz
Artificial Intelligence and Machine Learning,24,69,57,Beginner,Quiz
Devops and Systems Integration,0,59,48,Beginner,Quiz
IT Project Management,23,70,46,Beginner,Quiz
Network and System Administration,25,42,41,Beginner,Quiz
IT Project Management,26,61,68,Beginner,Quiz
Network and System Administration,35,66,68,Beginner,Quiz
Cloud Computing,21,65,68,Beginner,Quiz
Data Science and Analytics,37,45,70,Beginner,Quiz
Devops and Systems Integration,6,66,70,Beginner,Quiz
Software Engineering and Development,13,68,53,Beginner,Quiz
CyberSecurity,32,40,53,Beginner,Quiz
Cloud Computing,36,58,51,Beginner,Quiz
Software Engineering and Development,16,57,46,Beginner,Quiz
Devops and Systems Integration,24,47,48,Beginner,Quiz
Cloud Computing,31,59,44,Beginner,Quiz
Data Science and Analytics,6,62,53,Beginner,Quiz
Network and System Administration,21,43,41,Beginner,Quiz
Artificial Intelligence and Machine Learning,25,57,68,Beginner,Quiz
Database Management,12,61,52,Beginner,Quiz
Cloud Computing,25,60,69,Beginner,Quiz
Devops and Systems Integration,5,61,42,Beginner,Quiz
IT Project Management,14,65,57,Beginner,Quiz
CyberSecurity,24,69,63,Beginner,Quiz
CyberSecurity,12,62,67,Beginner,Quiz
Data Science and Analytics,30,56,42,Beginner,Quiz
Devops and Systems Integration,19,45,48,Beginner,Quiz
Artificial Intelligence and Machine Learning,36,54,63,Beginner,Quiz
IT Project Management,28,44,67,Beginner,Quiz
Devops and Systems Integration,4,46,62,Beginner,Quiz
Cloud Computing,29,54,54,Beginner,Quiz
Software Engineering and Development,9,44,53,Beginner,Quiz
IT Project Management,4,56,66,Beginner,Quiz
Devops and Systems Integration,20,44,41,Beginner,Quiz
Software Engineering and Development,4,69,46,Beginner,Quiz
Network and System Administration,33,48,62,Beginner,Quiz
CyberSecurity,31,46,49,Beginner,Quiz
IT Project Management,22,47,41,Beginner,Quiz
CyberSecurity,22,51,60,Beginner,Quiz
CyberSecurity,14,53,52,Beginner,Quiz
Software Engineering and Development,0,55,62,Beginner,Quiz
Cloud Computing,16,54,64,Beginner,Quiz
Artificial Intelligence and Machine Learning,5,46,60,Beginner,Quiz
Database Management,20,55,62,Beginner,Quiz
CyberSecurity,18,64,59,Beginner,Quiz
Artificial Intelligence and Machine Learning,1,53,44,Beginner,Quiz
IT Project Management,21,55,44,Beginner,Quiz
Web Development,31,56,56,Beginner,Quiz
Artificial Intelligence and Machine Learning,38,70,56,Beginner,Quiz
Database Management,37,69,62,Beginner,Quiz
Web Development,14,52,44,Beginner,Quiz
CyberSecurity,3,47,48,Beginner,Quiz
Database Management,39,70,44,Beginner,Quiz
Artificial Intelligence and Machine Learning,34,40,70,Beginner,Quiz
IT Project Management,18,47,55,Beginner,Quiz
Data Science and Analytics,23,63,55,Beginner,Quiz
Database Management,17,54,66,Beginner,Quiz
Devops and Systems Integration,10,54,61,Beginner,Quiz
Network and System Administration,15,55,62,Beginner,Quiz
Web Development,30,50,68,Beginner,Quiz
Database Management,14,64,68,Beginner,Quiz
Data Science and Analytics,12,55,49,Beginner,Quiz
Database Management,36,69,50,Beginner,Quiz
IT Project Management,7,67,53,Beginner,Quiz
IT Project Management,14,54,63,Beginner,Quiz
IT Project Management,24,48,51,Beginner,Quiz
Web Development,20,56,42,Beginner,Quiz
Artificial Intelligence and Machine Learning,20,59,46,Beginner,Quiz
Cloud Computing,14,51,43,Beginner,Quiz
Database Management,25,67,62,Beginner,Quiz
IT Project Management,14,61,64,Beginner,Quiz
Web Development,36,62,61,Beginner,Quiz
Artificial Intelligence and Machine Learning,33,45,62,Beginner,Quiz
Database Management,24,67,67,Beginner,Quiz
CyberSecurity,40,65,58,Intermediate,Quiz
Data Science and Analytics,1,41,68,Beginner,Quiz
Data Science and Analytics,4,52,51,Beginner,Quiz
Network and System Administration,0,61,51,Beginner,Quiz
Web Development,28,60,67,Beginner,Quiz
CyberSecurity,11,68,41,Beginner,Quiz
IT Project Management,0,53,43,Beginner,Quiz
Network and System Administration,0,66,58,Beginner,Quiz
Software Engineering and Development,11,44,56,Beginner,Quiz
Software Engineering and Development,9,57,50,Beginner,Quiz
